"[""rendered_sketches\\_train_60217799_v1_44_step1.png"", ""rendered_sketches\\_train_60217799_v1_44_step2.png"", ""rendered_sketches\\_train_60217799_v1_44_step3.png"", ""rendered_sketches\\_train_60217799_v1_44_step4.png"", ""rendered_sketches\\_train_60217799_v1_44_step5.png"", ""rendered_sketches\\_train_60217799_v1_44_step6.png"", ""rendered_sketches\\_train_60217799_v1_44_step7.png"", ""rendered_sketches\\_train_60217799_v1_44_step8.png"", ""rendered_sketches\\_train_60217799_v1_44_step9.png"", ""rendered_sketches\\_train_60217799_v1_44_step10.png"", ""rendered_sketches\\_train_60217799_v1_44_step11.png"", ""rendered_sketches\\_train_60217799_v1_44_step12.png"", ""rendered_sketches\\_train_60217799_v1_44_step13.png"", ""rendered_sketches\\_train_60217799_v1_44_step14.png"", ""rendered_sketches\\_train_60217799_v1_44_step15.png"", ""rendered_sketches\\_train_60217799_v1_44_step16.png"", ""rendered_sketches\\_train_60217799_v1_44_step17.png"", ""rendered_sketches\\_train_60217799_v1_44_step18.png"", ""rendered_sketches\\_train_60217799_v1_44_step19.png"", ""rendered_sketches\\_train_60217799_v1_44_step20.png""]",ChairV2\ChairV2\photo\60217799_v1.png,ChairV2\ChairV2\photo\121725.png
"[""rendered_sketches\\_test_gouvy45-o_1_step1.png"", ""rendered_sketches\\_test_gouvy45-o_1_step2.png"", ""rendered_sketches\\_test_gouvy45-o_1_step3.png"", ""rendered_sketches\\_test_gouvy45-o_1_step4.png"", ""rendered_sketches\\_test_gouvy45-o_1_step5.png"", ""rendered_sketches\\_test_gouvy45-o_1_step6.png"", ""rendered_sketches\\_test_gouvy45-o_1_step7.png"", ""rendered_sketches\\_test_gouvy45-o_1_step8.png"", ""rendered_sketches\\_test_gouvy45-o_1_step9.png"", ""rendered_sketches\\_test_gouvy45-o_1_step10.png"", ""rendered_sketches\\_test_gouvy45-o_1_step11.png"", ""rendered_sketches\\_test_gouvy45-o_1_step12.png"", ""rendered_sketches\\_test_gouvy45-o_1_step13.png"", ""rendered_sketches\\_test_gouvy45-o_1_step14.png"", ""rendered_sketches\\_test_gouvy45-o_1_step15.png"", ""rendered_sketches\\_test_gouvy45-o_1_step16.png"", ""rendered_sketches\\_test_gouvy45-o_1_step17.png"", ""rendered_sketches\\_test_gouvy45-o_1_step18.png"", ""rendered_sketches\\_test_gouvy45-o_1_step19.png"", ""rendered_sketches\\_test_gouvy45-o_1_step20.png""]",ChairV2\ChairV2\photo\gouvy45-o.png,ChairV2\ChairV2\photo\6242.png
"[""rendered_sketches\\_train_80273096_v1_1_step1.png"", ""rendered_sketches\\_train_80273096_v1_1_step2.png"", ""rendered_sketches\\_train_80273096_v1_1_step3.png"", ""rendered_sketches\\_train_80273096_v1_1_step4.png"", ""rendered_sketches\\_train_80273096_v1_1_step5.png"", ""rendered_sketches\\_train_80273096_v1_1_step6.png"", ""rendered_sketches\\_train_80273096_v1_1_step7.png"", ""rendered_sketches\\_train_80273096_v1_1_step8.png"", ""rendered_sketches\\_train_80273096_v1_1_step9.png"", ""rendered_sketches\\_train_80273096_v1_1_step10.png"", ""rendered_sketches\\_train_80273096_v1_1_step11.png"", ""rendered_sketches\\_train_80273096_v1_1_step12.png"", ""rendered_sketches\\_train_80273096_v1_1_step13.png"", ""rendered_sketches\\_train_80273096_v1_1_step14.png"", ""rendered_sketches\\_train_80273096_v1_1_step15.png"", ""rendered_sketches\\_train_80273096_v1_1_step16.png"", ""rendered_sketches\\_train_80273096_v1_1_step17.png"", ""rendered_sketches\\_train_80273096_v1_1_step18.png"", ""rendered_sketches\\_train_80273096_v1_1_step19.png"", ""rendered_sketches\\_train_80273096_v1_1_step20.png""]",ChairV2\ChairV2\photo\80273096_v1.png,ChairV2\ChairV2\photo\13084-muu.png
"[""rendered_sketches\\_train_69028836_v1_1_step1.png"", ""rendered_sketches\\_train_69028836_v1_1_step2.png"", ""rendered_sketches\\_train_69028836_v1_1_step3.png"", ""rendered_sketches\\_train_69028836_v1_1_step4.png"", ""rendered_sketches\\_train_69028836_v1_1_step5.png"", ""rendered_sketches\\_train_69028836_v1_1_step6.png"", ""rendered_sketches\\_train_69028836_v1_1_step7.png"", ""rendered_sketches\\_train_69028836_v1_1_step8.png"", ""rendered_sketches\\_train_69028836_v1_1_step9.png"", ""rendered_sketches\\_train_69028836_v1_1_step10.png"", ""rendered_sketches\\_train_69028836_v1_1_step11.png"", ""rendered_sketches\\_train_69028836_v1_1_step12.png"", ""rendered_sketches\\_train_69028836_v1_1_step13.png"", ""rendered_sketches\\_train_69028836_v1_1_step14.png"", ""rendered_sketches\\_train_69028836_v1_1_step15.png"", ""rendered_sketches\\_train_69028836_v1_1_step16.png"", ""rendered_sketches\\_train_69028836_v1_1_step17.png"", ""rendered_sketches\\_train_69028836_v1_1_step18.png"", ""rendered_sketches\\_train_69028836_v1_1_step19.png"", ""rendered_sketches\\_train_69028836_v1_1_step20.png""]",ChairV2\ChairV2\photo\69028836_v1.png,ChairV2\ChairV2\photo\3325964_v1_Lavender.png
"[""rendered_sketches\\_test_mosvi-170_1_step1.png"", ""rendered_sketches\\_test_mosvi-170_1_step2.png"", ""rendered_sketches\\_test_mosvi-170_1_step3.png"", ""rendered_sketches\\_test_mosvi-170_1_step4.png"", ""rendered_sketches\\_test_mosvi-170_1_step5.png"", ""rendered_sketches\\_test_mosvi-170_1_step6.png"", ""rendered_sketches\\_test_mosvi-170_1_step7.png"", ""rendered_sketches\\_test_mosvi-170_1_step8.png"", ""rendered_sketches\\_test_mosvi-170_1_step9.png"", ""rendered_sketches\\_test_mosvi-170_1_step10.png"", ""rendered_sketches\\_test_mosvi-170_1_step11.png"", ""rendered_sketches\\_test_mosvi-170_1_step12.png"", ""rendered_sketches\\_test_mosvi-170_1_step13.png"", ""rendered_sketches\\_test_mosvi-170_1_step14.png"", ""rendered_sketches\\_test_mosvi-170_1_step15.png"", ""rendered_sketches\\_test_mosvi-170_1_step16.png"", ""rendered_sketches\\_test_mosvi-170_1_step17.png"", ""rendered_sketches\\_test_mosvi-170_1_step18.png"", ""rendered_sketches\\_test_mosvi-170_1_step19.png"", ""rendered_sketches\\_test_mosvi-170_1_step20.png""]",ChairV2\ChairV2\photo\mosvi-170.png,ChairV2\ChairV2\photo\SOFCAT002GRY-UK_v1_Polywood.png
"[""rendered_sketches\\_train_3922958_v1_Black_1_step1.png"", ""rendered_sketches\\_train_3922958_v1_Black_1_step2.png"", ""rendered_sketches\\_train_3922958_v1_Black_1_step3.png"", ""rendered_sketches\\_train_3922958_v1_Black_1_step4.png"", ""rendered_sketches\\_train_3922958_v1_Black_1_step5.png"", ""rendered_sketches\\_train_3922958_v1_Black_1_step6.png"", ""rendered_sketches\\_train_3922958_v1_Black_1_step7.png"", ""rendered_sketches\\_train_3922958_v1_Black_1_step8.png"", ""rendered_sketches\\_train_3922958_v1_Black_1_step9.png"", ""rendered_sketches\\_train_3922958_v1_Black_1_step10.png"", ""rendered_sketches\\_train_3922958_v1_Black_1_step11.png"", ""rendered_sketches\\_train_3922958_v1_Black_1_step12.png"", ""rendered_sketches\\_train_3922958_v1_Black_1_step13.png"", ""rendered_sketches\\_train_3922958_v1_Black_1_step14.png"", ""rendered_sketches\\_train_3922958_v1_Black_1_step15.png"", ""rendered_sketches\\_train_3922958_v1_Black_1_step16.png"", ""rendered_sketches\\_train_3922958_v1_Black_1_step17.png"", ""rendered_sketches\\_train_3922958_v1_Black_1_step18.png"", ""rendered_sketches\\_train_3922958_v1_Black_1_step19.png"", ""rendered_sketches\\_train_3922958_v1_Black_1_step20.png""]",ChairV2\ChairV2\photo\3922958_v1_Black.png,ChairV2\ChairV2\photo\p1p1ka-p1-11.png
"[""rendered_sketches\\_test_sezz-lg_1_step1.png"", ""rendered_sketches\\_test_sezz-lg_1_step2.png"", ""rendered_sketches\\_test_sezz-lg_1_step3.png"", ""rendered_sketches\\_test_sezz-lg_1_step4.png"", ""rendered_sketches\\_test_sezz-lg_1_step5.png"", ""rendered_sketches\\_test_sezz-lg_1_step6.png"", ""rendered_sketches\\_test_sezz-lg_1_step7.png"", ""rendered_sketches\\_test_sezz-lg_1_step8.png"", ""rendered_sketches\\_test_sezz-lg_1_step9.png"", ""rendered_sketches\\_test_sezz-lg_1_step10.png"", ""rendered_sketches\\_test_sezz-lg_1_step11.png"", ""rendered_sketches\\_test_sezz-lg_1_step12.png"", ""rendered_sketches\\_test_sezz-lg_1_step13.png"", ""rendered_sketches\\_test_sezz-lg_1_step14.png"", ""rendered_sketches\\_test_sezz-lg_1_step15.png"", ""rendered_sketches\\_test_sezz-lg_1_step16.png"", ""rendered_sketches\\_test_sezz-lg_1_step17.png"", ""rendered_sketches\\_test_sezz-lg_1_step18.png"", ""rendered_sketches\\_test_sezz-lg_1_step19.png"", ""rendered_sketches\\_test_sezz-lg_1_step20.png""]",ChairV2\ChairV2\photo\sezz-lg.png,ChairV2\ChairV2\photo\222021-1201603hal130.png
"[""rendered_sketches\\_train_300-030-038_3_step1.png"", ""rendered_sketches\\_train_300-030-038_3_step2.png"", ""rendered_sketches\\_train_300-030-038_3_step3.png"", ""rendered_sketches\\_train_300-030-038_3_step4.png"", ""rendered_sketches\\_train_300-030-038_3_step5.png"", ""rendered_sketches\\_train_300-030-038_3_step6.png"", ""rendered_sketches\\_train_300-030-038_3_step7.png"", ""rendered_sketches\\_train_300-030-038_3_step8.png"", ""rendered_sketches\\_train_300-030-038_3_step9.png"", ""rendered_sketches\\_train_300-030-038_3_step10.png"", ""rendered_sketches\\_train_300-030-038_3_step11.png"", ""rendered_sketches\\_train_300-030-038_3_step12.png"", ""rendered_sketches\\_train_300-030-038_3_step13.png"", ""rendered_sketches\\_train_300-030-038_3_step14.png"", ""rendered_sketches\\_train_300-030-038_3_step15.png"", ""rendered_sketches\\_train_300-030-038_3_step16.png"", ""rendered_sketches\\_train_300-030-038_3_step17.png"", ""rendered_sketches\\_train_300-030-038_3_step18.png"", ""rendered_sketches\\_train_300-030-038_3_step19.png"", ""rendered_sketches\\_train_300-030-038_3_step20.png""]",ChairV2\ChairV2\photo\300-030-038.png,ChairV2\ChairV2\photo\5482032_v1_Chocolate.png
"[""rendered_sketches\\_train_2449315_v1_Black_3_step1.png"", ""rendered_sketches\\_train_2449315_v1_Black_3_step2.png"", ""rendered_sketches\\_train_2449315_v1_Black_3_step3.png"", ""rendered_sketches\\_train_2449315_v1_Black_3_step4.png"", ""rendered_sketches\\_train_2449315_v1_Black_3_step5.png"", ""rendered_sketches\\_train_2449315_v1_Black_3_step6.png"", ""rendered_sketches\\_train_2449315_v1_Black_3_step7.png"", ""rendered_sketches\\_train_2449315_v1_Black_3_step8.png"", ""rendered_sketches\\_train_2449315_v1_Black_3_step9.png"", ""rendered_sketches\\_train_2449315_v1_Black_3_step10.png"", ""rendered_sketches\\_train_2449315_v1_Black_3_step11.png"", ""rendered_sketches\\_train_2449315_v1_Black_3_step12.png"", ""rendered_sketches\\_train_2449315_v1_Black_3_step13.png"", ""rendered_sketches\\_train_2449315_v1_Black_3_step14.png"", ""rendered_sketches\\_train_2449315_v1_Black_3_step15.png"", ""rendered_sketches\\_train_2449315_v1_Black_3_step16.png"", ""rendered_sketches\\_train_2449315_v1_Black_3_step17.png"", ""rendered_sketches\\_train_2449315_v1_Black_3_step18.png"", ""rendered_sketches\\_train_2449315_v1_Black_3_step19.png"", ""rendered_sketches\\_train_2449315_v1_Black_3_step20.png""]",ChairV2\ChairV2\photo\2449315_v1_Black.png,ChairV2\ChairV2\photo\4784zn.png
"[""rendered_sketches\\_train_6155-64009_3_step1.png"", ""rendered_sketches\\_train_6155-64009_3_step2.png"", ""rendered_sketches\\_train_6155-64009_3_step3.png"", ""rendered_sketches\\_train_6155-64009_3_step4.png"", ""rendered_sketches\\_train_6155-64009_3_step5.png"", ""rendered_sketches\\_train_6155-64009_3_step6.png"", ""rendered_sketches\\_train_6155-64009_3_step7.png"", ""rendered_sketches\\_train_6155-64009_3_step8.png"", ""rendered_sketches\\_train_6155-64009_3_step9.png"", ""rendered_sketches\\_train_6155-64009_3_step10.png"", ""rendered_sketches\\_train_6155-64009_3_step11.png"", ""rendered_sketches\\_train_6155-64009_3_step12.png"", ""rendered_sketches\\_train_6155-64009_3_step13.png"", ""rendered_sketches\\_train_6155-64009_3_step14.png"", ""rendered_sketches\\_train_6155-64009_3_step15.png"", ""rendered_sketches\\_train_6155-64009_3_step16.png"", ""rendered_sketches\\_train_6155-64009_3_step17.png"", ""rendered_sketches\\_train_6155-64009_3_step18.png"", ""rendered_sketches\\_train_6155-64009_3_step19.png"", ""rendered_sketches\\_train_6155-64009_3_step20.png""]",ChairV2\ChairV2\photo\6155-64009.png,ChairV2\ChairV2\photo\69028836_v1.png
